2.20761705379e-2   9.54919191373e-2
2.32666611903e-2   9.54867086589e-2
2.45213508392e-2   9.54809217289e-2
2.58437015118e-2   9.54744946546e-2
2.72373619304e-2   9.54673567248e-2
2.87061775802e-2   9.54594294413e-2
3.025420132e-2     9.54506256666e-2
3.18857045649e-2   9.54408486799e-2
3.36051890727e-2   9.54299911312e-2
3.5417399365e-2    9.54179338845e-2
3.73273358191e-2   9.54045447353e-2
3.9340268465e-2    9.53896769938e-2
4.14617515271e-2   9.53731679167e-2
4.36976387495e-2   9.53548369741e-2
4.60540995485e-2   9.53344839353e-2
4.85376360352e-2   9.53118867551e-2
5.1155100957e-2    9.52867992417e-2
5.39137166059e-2   9.52589484858e-2
5.68210947468e-2   9.52280320296e-2
5.98852576205e-2   9.51937147503e-2
6.31146600793e-2   9.51556254357e-2
6.65182129159e-2   9.51133530239e-2
7.0105307451e-2    9.50664424818e-2
7.38858414463e-2   9.5014390293e-2
7.78702464153e-2   9.4956639528e-2
8.20695164064e-2   9.48925744683e-2
8.64952383387e-2   9.4821514757e-2
9.11596239732e-2   9.47427090521e-2
9.60755436085e-2   9.46553281577e-2
1.01256561593e-1   9.45584576184e-2
1.06716973754e-1   9.44510897636e-2
1.12471846842e-1   9.43321152003e-2
1.18537060104e-1   9.42003137629e-2
1.24929349101e-1   9.40543449461e-2
1.31666351882e-1   9.38927378629e-2
1.38766657657e-1   9.37138807967e-2
1.46249858085e-1   9.35160104471e-2
1.54136601334e-1   9.32972010026e-2
1.62448649059e-1   9.30553532224e-2
1.71208936441e-1   9.27881837607e-2
1.80441635477e-1   9.24932150297e-2
1.90172221675e-1   9.21677659727e-2
2.00427544348e-1   9.18089442014e-2
2.11235900699e-1   9.14136400473e-2
2.22627113899e-1   9.09785231804e-2
2.34632615379e-1   9.05000425626e-2
2.47285531558e-1   8.99744306192e-2
2.60620775245e-1   8.93977126287e-2
2.74675141976e-1   8.87657224417e-2
2.89487411541e-1   8.807412573e-2
3.05098454989e-1   8.73184520321e-2
3.21551347401e-1   8.64941368752e-2
3.38891486747e-1   8.55965752077e-2
3.57166719151e-1   8.46211872432e-2
3.76427470909e-1   8.35634975707e-2
3.96726887634e-1   8.24192280167e-2
4.18120980893e-1   8.11844042149e-2
4.40668782762e-1   7.98554751541e-2
4.64432508713e-1   7.84294441156e-2
4.89477729275e-1   7.69040084098e-2
5.15873550972e-1   7.52777041965e-2
5.43692806998e-1   7.35500515004e-2
5.73012258187e-1   7.17216933912e-2
6.03912804816e-1   6.97945223058e-2
6.36479709831e-1   6.7771785783e-2
6.70802834112e-1   6.56581635944e-2
7.06976884419e-1   6.34598085302e-2
7.45101674719e-1   6.11843440247e-2
7.85282401595e-1   5.88408134351e-2
8.27629934515e-1   5.6439578088e-2
8.7226112175e-1    5.39921640583e-2
9.19299112788e-1   5.15110608433e-2
9.68873698139e-1   4.90094783583e-2
1.02112166746      4.65010716924e-2
1.076187187        4.39996454929e-2
1.13422219738      4.15188514309e-2
1.19538683286      3.90718927432e-2
1.25984986317      3.66712492915e-2
1.32778915921      3.43284349828e-2
1.39939218383      3.20537969591e-2
1.47485650909      2.98563629466e-2
1.55439036142      2.77437398884e-2
1.6382131962       2.57220637941e-2
1.72655630323      2.37959978865e-2
1.819663445        2.19687738409e-2
1.91779152922      2.02422692845e-2
2.02121131776      1.86171138097e-2
2.13020817372      1.70928154846e-2
2.24508284885      1.56679001369e-2
2.36615231336      1.43400563987e-2
2.49375063058      1.31062804946e-2
2.62822987869      1.19630158971e-2
2.76996112223      1.09062841473e-2
2.91933543595      9.93180426251e-3
3.07676498388      9.03509915359e-3
3.24268415662      8.21158832949e-3
3.41755076995      7.45666685431e-3
3.60184732803      6.76577104435e-3
3.79608235481      6.13443176618e-3
4.00079179712      5.55831643732e-3
4.21654050356      5.03326096448e-3
4.44392378303      4.55529290062e-3
4.68356904735      4.12064708523e-3
4.93613754248      3.72577496902e-3
5.20232617303      3.36734873209e-3
5.48286942528      3.04226119472e-3
5.77854139375      2.74762240313e-3
6.09015791719      2.48075365554e-3
6.41857882967      2.2391796211e-3
6.76471033312      2.02061910023e-3
7.12950749774      1.82297487984e-3
7.51397689735      1.64432305306e-3
7.91917938677      1.48290209968e-3
8.346233029        1.33710196044e-3
8.79631618028      1.20545328493e-3
9.27067074148      1.08661698814e-3
9.77060558482      9.79374213714e-4
1.02975001654e1    8.82616772003e-4
1.08528083277e1    7.95338096296e-4
1.14380623165e1    7.1662474177e-4
1.20548770058e1    6.456484362e-4
1.27049543535e1    5.81658679977e-4
1.33900880986e1    5.23975884144e-4
1.41121687098e1    4.7198502878e-4
1.48731886026e1    4.25129819449e-4
1.5675247636e1     3.82907316486e-4
1.65205589074e1    3.44863010001e-4
1.74114548586e1    3.10586312616e-4
1.83503937121e1    2.79706441782e-4
1.93399662535e1    2.51888663852e-4
2.03829029804e1    2.26830872883e-4
2.14820816366e1    2.0426047816e-4
2.26405351528e1    1.83931575688e-4
2.38614600147e1    1.65622380243e-4
2.51482250835e1    1.49132896017e-4
2.65043808912e1    1.34282805322e-4
2.79336694376e1    1.20909556271e-4
2.94400345156e1    1.08866631757e-4
3.10276325928e1    9.80219834212e-5
3.27008442807e1    8.82566155751e-5
3.44642864219e1    7.94633053017e-5
3.6322824829e1     7.15454460961e-5
3.82815877111e1    6.44160034976e-5
4.03459798235e1    5.79965721702e-5
4.2521697381e1     5.22165248225e-5
4.48147437756e1    4.70122442216e-5
4.72314461409e1    4.23264303494e-5
4.97784728108e1    3.81074754796e-5
5.24628517194e1    3.43089006236e-5
5.52919897922e1    3.08888474035e-5
5.82736933847e1    2.78096199716e-5
6.14161898217e1    2.50372721023e-5
6.47281500987e1    2.25412350489e-5
6.82187128079e1    2.02939821765e-5
7.18975093536e1    1.8270726767e-5
7.57746905282e1    1.64491497403e-5
7.98609545209e1    1.48091543482e-5
8.41675764364e1    1.33326451865e-5
8.87064394069e1    1.20033291265e-5
9.349006738e1      1.08065360023e-5
9.8531659676e1     9.72905710269e-6
1.03845127409e2    8.75899970519e-6
1.09445131869e2    7.88565606596e-6
1.1534712498e2     7.09938543223e-6
1.21567391935e2    6.39150778725e-6
1.28123096127e2    5.75420816381e-6
1.35032326513e2    5.18045047745e-6
1.42314147525e2    4.66389993444e-6
1.49988651672e2    4.19885316265e-6
1.58077014981e2    3.78017529789e-6
1.66601555429e2    3.40324333451e-6
1.75585794525e2    3.06389511718e-6
1.85054522206e2    2.75838341297e-6
1.95033865249e2    2.48333455805e-6
2.05551359354e2    2.23571122413e-6
2.16636025124e2    2.01277889427e-6
2.28318448145e2    1.81207567903e-6
2.40630863372e2    1.63138514022e-6
2.53607244082e2    1.46871182292e-6
2.67283395612e2    1.32225922583e-6
2.81697054153e2    1.19040996727e-6
2.96887990878e2    1.07170792797e-6
3.12898121682e2    9.64842173841e-7
3.29771622835e2    8.68632481194e-7
